rank,gene,ensg,best_condition,composite_score,n_directions,directions,s_effect,s_repro,s_biology,s_context,s_network,s_genetics,s_drug,therapeutic_direction,novelty,eff_ontarget,out_degree,module_name,n_downstream,pol_shift,ctx_class,has_genetic_support,n_immune_disease_assoc,dis_max_neglog10_p,disease_categories,sm_tractable,ab_tractable,best_sm_bucket,has_clinical_drug,n_known_drugs,known_drug_moa,novel_druggable,protein_class,biotype
220,UFL1,ENSG00000014123,Stim8hr,0.4815,2.0,cytokine+polarization,0.463,0.777,0.455,0.341,0.818,0.0,0.3,boost-immunity,difficult,6.4556585013794034,1321,,1320,→Th1; →Effector,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
221,CDC25B,ENSG00000101224,Stim8hr,0.4813,2.0,cytokine+polarization,0.486,0.36,0.4,0.0,0.807,0.0,1.0,boost-immunity,novel-druggable,9.793112612801773,1208,,1207,→Effector,mixed,True,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
222,SMG1,ENSG00000157106,Stim8hr,0.4812,2.0,cytokine+network,0.482,0.253,0.364,0.138,0.907,0.0,1.0,suppress-inflammation,novel-druggable,3.471467132562452,2684,,2683,,constitutive,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
223,NFKB1,ENSG00000109320,Rest,0.4803,2.0,cytokine+polarization,0.358,0.21,0.531,0.391,0.481,0.354,0.7,boost-immunity,known-drug-target,13.872222492377736,90,,89,→Th1,constitutive,True,19.0,17.69897000433602,asthma-allergy(8); other-autoimmune(7); IBD(3); psoriasis(2); MS(1),True,True,Advanced Clinical,True,1.0,,False,SINGLE PROTEIN,protein_coding
224,DPH5,ENSG00000117543,Stim48hr,0.4799,2.0,cytokine+polarization,0.49,0.536,0.451,0.443,0.812,0.144,0.3,mixed,difficult,10.027805448740509,1254,,1253,→Treg,constitutive,True,2.0,7.221848749616356,IBD(2),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
225,EGR2,ENSG00000122877,Stim8hr,0.4793,2.0,cytokine+context,0.475,0.542,0.182,0.999,0.763,0.17,0.3,suppress-inflammation,difficult,11.061330168611285,855,,854,,activation-induced,True,1.0,8.522878745280337,asthma-allergy(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
226,USP22,ENSG00000124422,Stim48hr,0.4787,2.0,cytokine+network,0.65,0.555,0.545,0.144,0.86,0.0,0.3,suppress-inflammation,difficult,25.840992081721925,1849,,1848,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
227,CAMK1,ENSG00000134072,Stim48hr,0.4779,2.0,cytokine+context,0.308,0.401,0.182,0.984,0.433,0.0,1.0,suppress-inflammation,novel-druggable,10.879698110229633,61,,60,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
228,COX19,ENSG00000240230,Stim8hr,0.4762,2.0,cytokine+context,0.371,0.742,0.091,0.998,0.636,0.263,0.3,suppress-inflammation,difficult,6.362562164244811,310,,309,,activation-induced,True,5.0,13.154901959985745,IBD(5),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
229,IRF8,ENSG00000140968,Stim8hr,0.4758,2.0,cytokine+context,0.342,0.29,0.323,0.989,0.478,0.543,0.3,boost-immunity,difficult,12.212445366013316,88,,87,→Th1,activation-induced,True,5.0,27.154901959985743,SLE(4); other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
230,GAB2,ENSG00000033327,Stim48hr,0.4725,2.0,cytokine+context,0.297,0.433,0.182,0.914,0.422,0.0,1.0,suppress-inflammation,novel-druggable,10.242711921534642,56,,55,,activation-induced,True,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
231,FAM204A,ENSG00000165669,Stim8hr,0.4717,2.0,cytokine+context,0.345,0.831,0.273,0.993,0.536,0.0,0.3,suppress-inflammation,difficult,9.096392661840817,140,,139,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
232,GRSF1,ENSG00000132463,Stim48hr,0.4712,2.0,context+network,0.693,0.503,0.091,0.998,0.86,0.0,0.3,suppress-inflammation,difficult,30.89855700992183,1849,,1848,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
233,MIPEP,ENSG00000027001,Stim48hr,0.4708,2.0,cytokine+network,0.489,0.536,0.273,0.868,0.879,0.0,0.3,suppress-inflammation,difficult,6.004003365005119,2144,Mitochondrial gene expression,2143,,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
234,RTRAF,ENSG00000087302,Stim8hr,0.4708,2.0,cytokine+network,0.552,0.664,0.273,0.333,0.887,0.16,0.3,suppress-inflammation,difficult,12.83220507213412,2287,,2286,,constitutive,True,1.0,8.0,other-autoimmune(1),False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
235,LIN7C,ENSG00000148943,Stim48hr,0.4696,2.0,cytokine+polarization,0.343,0.069,0.441,0.956,0.313,0.0,1.0,suppress-inflammation,novel-druggable,21.906199402756567,23,,22,→Th2,activation-induced,False,0.0,,,False,True,,False,0.0,,True,(inferred:protein_coding),protein_coding
236,CARS2,ENSG00000134905,Stim48hr,0.4689,2.0,cytokine+context,0.468,0.76,0.091,0.999,0.79,0.0,0.3,suppress-inflammation,difficult,8.689248628194793,1059,,1058,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
237,ALKBH2,ENSG00000189046,Stim48hr,0.4685,2.0,cytokine+context,0.28,0.214,0.269,0.991,0.49,0.0,1.0,boost-immunity,novel-druggable,4.1860333891918415,97,,96,→Effector,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
238,NDUFA9,ENSG00000139180,Stim48hr,0.4665,2.0,cytokine+context,0.423,0.45,0.091,0.998,0.701,0.0,0.7,suppress-inflammation,known-drug-target,8.612995678005658,521,,520,,late-activation,False,0.0,,,True,False,Approved Drug,True,3.0,Mitochondrial complex I (NADH dehydrogenase) inhibitor [INHIBITOR],False,PROTEIN COMPLEX,protein_coding
239,ZMYM2,ENSG00000121741,Stim8hr,0.4655,2.0,polarization+context,0.472,0.412,0.413,0.997,0.634,0.0,0.3,hub/context (direction depends on downstream),difficult,18.29199677801317,305,,304,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
240,GPT2,ENSG00000166123,Stim8hr,0.4627,2.0,cytokine+context,0.278,0.874,0.273,0.99,0.493,0.0,0.3,suppress-inflammation,difficult,3.881499916110538,99,,98,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
241,APC,ENSG00000134982,Rest,0.4611,2.0,cytokine+polarization,0.36,0.429,0.431,0.0,0.646,0.0,1.0,mixed,novel-druggable,4.461051071292344,337,,336,→Th2; →Treg,mixed,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
242,PARP2,ENSG00000129484,Stim48hr,0.4603,2.0,cytokine+context,0.313,0.538,0.182,0.95,0.544,0.0,0.7,suppress-inflammation,known-drug-target,4.936286017773915,149,,148,,activation-induced,False,0.0,,,True,False,Approved Drug,True,12.0,Poly [ADP-ribose] polymerase 2 inhibitor [INHIBITOR],False,SINGLE PROTEIN,protein_coding
243,UBXN1,ENSG00000162191,Stim8hr,0.4599,3.0,cytokine+context+network,0.526,0.194,0.182,1.0,0.939,0.0,0.3,mixed,difficult,6.792549085997379,3444,,3443,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
244,WDR59,ENSG00000103091,Rest,0.4595,2.0,cytokine+polarization,0.408,0.779,0.419,0.404,0.707,0.0,0.3,mixed,difficult,6.485458894684584,547,,546,→Treg,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
245,NFRKB,ENSG00000170322,Stim8hr,0.459,2.0,cytokine+network,0.632,0.632,0.455,0.0,0.917,0.0,0.3,suppress-inflammation,difficult,20.5438187996058,2892,,2891,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
246,PDSS2,ENSG00000164494,Rest,0.4587,2.0,cytokine+network,0.438,0.782,0.355,0.405,0.776,0.0,0.3,suppress-inflammation,difficult,6.105850058475155,943,,942,→Th1,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
247,HNRNPM,ENSG00000099783,Stim8hr,0.458,2.0,polarization+context,0.35,0.568,0.404,0.993,0.536,0.0,0.3,hub/context (direction depends on downstream),difficult,9.697004338130547,140,,139,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
248,INTS10,ENSG00000104613,Stim48hr,0.4569,2.0,cytokine+network,0.569,0.542,0.337,0.488,0.875,0.0,0.3,boost-immunity,difficult,15.59288355511929,2076,,2075,→Effector,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
249,SEC14L1,ENSG00000129657,Stim8hr,0.4534,2.0,cytokine+context,0.387,0.534,0.182,0.998,0.728,0.134,0.3,suppress-inflammation,difficult,2.810861061256782,646,,645,,activation-induced,True,1.0,6.698970004336019,other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
250,QRSL1,ENSG00000130348,Stim48hr,0.4518,2.0,cytokine+context,0.379,0.498,0.364,0.996,0.618,0.0,0.3,suppress-inflammation,difficult,8.342910007525184,269,,268,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
251,TFAP4,ENSG00000090447,Stim48hr,0.4503,2.0,cytokine+polarization,0.377,0.514,0.502,0.615,0.689,0.0,0.3,suppress-inflammation,difficult,4.022820213518194,472,,471,→Th1,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
252,EIF4G2,ENSG00000110321,Stim8hr,0.449,2.0,cytokine+network,0.54,0.478,0.545,0.114,0.9,0.0,0.3,suppress-inflammation,difficult,10.718678286206217,2530,,2529,→Th1,constitutive,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
253,ZBTB14,ENSG00000198081,Stim48hr,0.4472,2.0,cytokine+context,0.342,0.771,0.182,0.995,0.588,0.0,0.3,suppress-inflammation,difficult,5.75542747996358,211,,210,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
254,PCGF1,ENSG00000115289,Stim8hr,0.447,2.0,cytokine+polarization,0.574,0.618,0.412,0.224,0.776,0.0,0.3,boost-immunity,difficult,21.95315300590408,948,,947,→Th2,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
255,INTS15,ENSG00000146576,Stim8hr,0.4468,2.0,cytokine+context,0.414,0.788,0.091,0.997,0.63,0.0,0.3,mixed,difficult,11.7251923615863,296,,295,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
256,BTAF1,ENSG00000095564,Stim48hr,0.4462,2.0,cytokine+network,0.563,0.577,0.455,0.173,0.816,0.0,0.3,suppress-inflammation,difficult,18.3151079945977,1296,,1295,→Th2,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
257,ECSIT,ENSG00000130159,Stim48hr,0.4432,2.0,cytokine+context,0.478,0.508,0.182,0.999,0.737,0.0,0.3,suppress-inflammation,difficult,13.014000296798857,694,,693,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
258,NDRG1,ENSG00000104419,Stim8hr,0.4417,2.0,cytokine+context,0.307,0.093,0.182,0.994,0.557,0.0,1.0,boost-immunity,novel-druggable,3.470247609364161,166,,165,,activation-induced,False,0.0,,,False,True,,False,0.0,,True,SINGLE PROTEIN,protein_coding
259,RNASEH2A,ENSG00000104889,Stim48hr,0.4406,2.0,cytokine+context,0.27,0.167,0.182,0.99,0.497,0.0,1.0,mixed,novel-druggable,2.644083405403857,102,,101,,late-activation,False,0.0,,,True,False,High-Quality Pocket,False,0.0,,True,(inferred:protein_coding),protein_coding
260,PPP1R14B,ENSG00000173457,Stim48hr,0.4401,2.0,cytokine+context,0.257,0.91,0.182,0.986,0.451,0.0,0.3,suppress-inflammation,difficult,3.803403894005275,71,,70,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
261,COMMD5,ENSG00000170619,Stim48hr,0.44,2.0,cytokine+context,0.352,0.713,0.182,0.996,0.594,0.0,0.3,suppress-inflammation,difficult,6.5429228968414925,222,,221,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
262,NCAPG2,ENSG00000146918,Stim48hr,0.4393,2.0,cytokine+network,0.433,0.701,0.303,0.434,0.804,0.0,0.3,mixed,difficult,3.858748545047805,1179,,1178,→Treg,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
263,ARID4B,ENSG00000054267,Stim8hr,0.4383,2.0,cytokine+context,0.407,0.429,0.286,0.94,0.605,0.11,0.3,suppress-inflammation,difficult,12.376928236739683,242,,241,→Th1,activation-induced,True,1.0,5.522878745280337,asthma-allergy(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
264,ZNF622,ENSG00000173545,Stim48hr,0.4329,2.0,cytokine+context,0.302,0.424,0.0,0.901,0.446,0.0,1.0,suppress-inflammation,novel-druggable,9.356189032054262,68,,67,,late-activation,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
265,CCDC22,ENSG00000101997,Stim48hr,0.4313,2.0,cytokine+polarization,0.432,0.42,0.393,0.685,0.723,0.0,0.3,suppress-inflammation,difficult,8.443440260152347,619,,618,→Th2,late-activation,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
266,WDR82,ENSG00000164091,Stim48hr,0.4312,2.0,cytokine+network,0.545,0.849,0.182,0.177,0.839,0.0,0.3,suppress-inflammation,difficult,14.841124596088736,1563,,1562,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
267,BAP1,ENSG00000163930,Stim48hr,0.4287,2.0,cytokine+context,0.332,0.651,0.182,0.996,0.613,0.0,0.3,suppress-inflammation,difficult,3.1704592636665208,258,,257,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
268,TFG,ENSG00000114354,Stim8hr,0.4276,2.0,cytokine+context,0.472,0.478,0.182,0.97,0.678,0.0,0.3,mixed,difficult,15.743929457616094,434,,433,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,CHIMERIC PROTEIN,protein_coding
269,E2F4,ENSG00000205250,Stim48hr,0.4252,2.0,polarization+context,0.375,0.338,0.429,0.99,0.498,0.0,0.3,boost-immunity,known-drug-target,14.931260230366044,103,,102,→Effector,late-activation,False,0.0,,,False,False,,False,1.0,E2F inhibitor [INHIBITOR],False,PROTEIN FAMILY,protein_coding
270,IRF2BP1,ENSG00000170604,Stim8hr,0.4248,2.0,cytokine+polarization,0.345,0.445,0.427,0.559,0.583,0.154,0.3,suppress-inflammation,difficult,6.392958237639123,204,,203,→Th1; →Effector,constitutive,True,1.0,7.698970004336019,other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
271,HCCS,ENSG00000004961,Stim48hr,0.4247,2.0,cytokine+polarization,0.433,0.68,0.364,0.205,0.809,0.0,0.3,suppress-inflammation,difficult,3.548277654463,1231,,1230,,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
272,CEP135,ENSG00000174799,Stim48hr,0.4239,2.0,cytokine+context,0.32,0.819,0.091,0.992,0.522,0.0,0.3,mixed,difficult,7.001658404976221,125,,124,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
273,ATF7IP2,ENSG00000166669,Stim8hr,0.4221,2.0,context+network,0.583,0.162,0.091,1.0,0.91,0.12,0.3,suppress-inflammation,difficult,15.165205141858202,2731,,2730,,activation-induced,True,1.0,6.0,asthma-allergy(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
274,VPS8,ENSG00000156931,Stim48hr,0.4206,2.0,cytokine+context,0.448,0.425,0.182,0.994,0.705,0.0,0.3,boost-immunity,difficult,11.39462947246907,537,,536,,late-activation,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
275,ZC3H10,ENSG00000135482,Stim48hr,0.4187,2.0,cytokine+context,0.405,0.45,0.091,0.997,0.655,0.16,0.3,suppress-inflammation,difficult,9.241659409470405,360,,359,,late-activation,True,2.0,8.0,T1D(1); other-autoimmune(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
276,COMMD7,ENSG00000149600,Stim48hr,0.4169,2.0,cytokine+context,0.429,0.508,0.091,0.991,0.509,0.168,0.3,suppress-inflammation,difficult,20.58353185370776,113,,112,,late-activation,True,3.0,8.397940008672037,IBD(3); other-autoimmune(1); psoriasis(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
277,TOR1A,ENSG00000136827,Rest,0.4166,2.0,cytokine+polarization,0.439,0.147,0.473,0.0,0.463,0.0,1.0,boost-immunity,novel-druggable,24.41706117166156,78,,77,→Th2,constitutive,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
278,RBFA,ENSG00000101546,Stim8hr,0.4152,2.0,cytokine+context,0.36,0.0,0.182,0.83,0.541,0.0,1.0,boost-immunity,novel-druggable,10.544852934448777,146,,145,,activation-induced,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,(inferred:protein_coding),protein_coding
279,STRAP,ENSG00000023734,Rest,0.4087,2.0,cytokine+network,0.54,0.568,0.377,0.0,0.85,0.0,0.3,suppress-inflammation,difficult,13.62300385381343,1700,,1699,→Treg,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
280,CROT,ENSG00000005469,Rest,0.4085,2.0,cytokine+polarization,0.329,0.692,0.435,0.32,0.541,0.0,0.3,boost-immunity,difficult,7.024416092772015,146,,145,→Th2; →Treg,constitutive,False,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
281,WDR24,ENSG00000127580,Stim48hr,0.408,2.0,polarization+context,0.241,0.469,0.409,0.992,0.384,0.0,0.3,hub/context (direction depends on downstream),difficult,5.862712061795605,41,,40,→Th1,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
282,LBH,ENSG00000213626,Stim8hr,0.4046,2.0,cytokine+context,0.283,0.23,0.182,0.991,0.504,0.4,0.3,mixed,difficult,3.796931019311603,108,,107,,activation-induced,True,26.0,20.0,RA(14); SLE(8); asthma-allergy(2); MS(1); other-autoimmune(1); IBD(1),False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
283,FBXO32,ENSG00000156804,Rest,0.4028,2.0,cytokine+polarization,0.463,0.318,0.609,0.0,0.821,0.0,0.3,boost-immunity,difficult,6.3643721463942695,1355,,1354,→Th1,mixed,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
284,ANP32B,ENSG00000136938,Stim8hr,0.4008,2.0,cytokine+context,0.452,0.357,0.182,0.996,0.62,0.0,0.3,boost-immunity,difficult,16.703117659046068,274,,273,,activation-induced,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
285,NAF1,ENSG00000145414,Stim8hr,0.4003,2.0,cytokine+context,0.371,0.286,0.273,0.997,0.661,0.0,0.3,boost-immunity,difficult,4.847575569367808,379,,378,,activation-induced,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
286,JUNB,ENSG00000171223,Stim48hr,0.399,2.0,cytokine+polarization,0.368,0.538,0.394,0.492,0.539,0.0,0.3,suppress-inflammation,difficult,11.638366050704647,143,,142,→Treg,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
287,FNBP4,ENSG00000109920,Stim8hr,0.3963,2.0,cytokine+polarization,0.466,0.464,0.407,0.175,0.768,0.0,0.3,mixed,difficult,9.799104671878728,884,,883,→Th2,constitutive,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
288,NXT1,ENSG00000132661,Stim48hr,0.3883,2.0,cytokine+context,0.364,0.397,0.273,0.897,0.497,0.0,0.3,suppress-inflammation,difficult,13.698698872397804,102,,101,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
289,UBE2F,ENSG00000184182,Stim8hr,0.3865,2.0,cytokine+context,0.336,0.473,0.182,0.99,0.497,0.0,0.3,boost-immunity,difficult,10.374550462793412,102,,101,,activation-induced,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
290,HMGXB3,ENSG00000113716,Stim48hr,0.3854,2.0,cytokine+context,0.269,0.43,0.273,0.989,0.471,0.0,0.3,suppress-inflammation,difficult,4.032623404320211,83,,82,,activation-induced,True,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
291,MTX2,ENSG00000128654,Stim48hr,0.3822,2.0,polarization+context,0.347,0.488,0.0,0.96,0.56,0.168,0.3,suppress-inflammation,difficult,7.97053469845605,170,,169,,late-activation,True,1.0,8.397940008672037,other-autoimmune(1),False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
292,DHX30,ENSG00000132153,Stim48hr,0.3755,2.0,cytokine+context,0.395,0.4,0.091,0.968,0.622,0.0,0.3,boost-immunity,difficult,9.967523259730758,277,,276,,late-activation,True,0.0,,,False,False,,False,0.0,,False,SINGLE PROTEIN,protein_coding
293,UTP23,ENSG00000147679,Stim48hr,0.371,2.0,cytokine+context,0.328,0.341,0.182,0.994,0.561,0.0,0.3,suppress-inflammation,difficult,5.734110794979997,171,,170,,late-activation,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
294,GABPB1,ENSG00000104064,Stim8hr,0.3705,2.0,cytokine+network,0.543,0.579,0.091,0.211,0.841,0.0,0.3,suppress-inflammation,difficult,14.535528320161182,1582,,1581,,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
295,SPAG7,ENSG00000091640,Stim8hr,0.369,2.0,cytokine+context,0.439,0.31,0.182,0.984,0.433,0.0,0.3,boost-immunity,difficult,26.22024667172074,61,,60,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
296,ZNF613,ENSG00000176024,Stim8hr,0.3654,2.0,context+network,0.487,0.078,0.091,0.999,0.844,0.0,0.3,suppress-inflammation,difficult,7.779799912952401,1621,,1620,,activation-induced,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
297,INTS14,ENSG00000138614,Rest,0.3622,2.0,cytokine+polarization,0.43,0.393,0.426,0.0,0.757,0.0,0.3,mixed,difficult,6.221058135103379,810,,809,→Th1,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
298,THAP11,ENSG00000168286,Stim8hr,0.3548,2.0,cytokine+network,0.568,0.496,0.182,0.0,0.816,0.0,0.3,mixed,difficult,18.85555853997336,1298,,1297,,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
299,AKR1C3,ENSG00000196139,Rest,0.3529,2.0,cytokine+polarization,0.233,0.097,0.459,0.0,0.296,0.0,1.0,boost-immunity,novel-druggable,10.05401028741243,20,,19,→Th1,rest-specific,False,0.0,,,True,False,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
300,C18orf32,ENSG00000177576,Stim48hr,0.3414,2.0,cytokine+polarization,0.273,0.293,0.526,0.374,0.381,0.0,0.3,mixed,difficult,9.762583015004797,40,,39,→Th1,constitutive,False,0.0,,,False,False,,False,0.0,,False,(inferred:protein_coding),protein_coding
301,SEC23A,ENSG00000100934,Stim48hr,0.3396,2.0,cytokine+polarization,0.207,0.139,0.422,0.0,0.226,0.0,1.0,suppress-inflammation,novel-druggable,11.104423484055134,11,,10,→Th1,mixed,False,0.0,,,True,True,Structure with Ligand,False,0.0,,True,SINGLE PROTEIN,protein_coding
