rank,gene,condition,n_suppress_effector,suppress_sum_absz,suppress_max_absz,suppress_cytokines,n_boost,boost_sum_absz,boost_max_absz,boost_cytokines
1.0,VAV1,Stim8hr,12,45.606,8.054,"CSF2,IFNG,IL13,IL2,IL21,IL22,IL2RA,IL3,IL4,IL5,LTA,TNF",1,3.23,3.23,CTLA4
2.0,CD3E,Stim8hr,11,55.394,16.514,"CSF2,IFNG,IL13,IL2,IL21,IL2RA,IL3,IL4,IL5,LTA,TNF",2,8.506,5.106,"CTLA4,IL10"
3.0,PGK1,Stim8hr,10,47.411,7.703,"CSF2,IFNG,IL13,IL2,IL22,IL2RA,IL4,IL5,LTA,TNF",1,2.867,2.867,IL10
4.0,VAV1,Stim48hr,10,42.1,7.307,"CSF2,IFNG,IL13,IL2,IL21,IL2RA,IL3,IL4,IL5,LTA",2,6.7,4.296,"CTLA4,IL10"
5.0,PKM,Stim8hr,10,38.784,5.337,"CSF2,IFNG,IL13,IL22,IL2RA,IL3,IL4,IL5,LTA,TNF",2,5.628,3.106,"CTLA4,IL10"
6.0,LAT,Stim8hr,9,44.524,14.611,"CSF2,IFNG,IL13,IL2,IL2RA,IL3,IL4,LTA,TNF",2,9.417,4.973,"CTLA4,IL10"
7.0,SMARCE1,Stim8hr,9,41.682,8.181,"CSF2,IFNG,IL13,IL2,IL22,IL2RA,IL3,IL4,LTA",1,2.936,2.936,CTLA4
8.0,PLCG1,Stim8hr,9,41.488,12.319,"CSF2,IFNG,IL2,IL2RA,IL3,IL4,IL5,LTA,TNF",2,5.9719999999999995,3.852,"CTLA4,IL10"
9.0,CD247,Stim8hr,9,35.533,8.36,"CSF2,IFNG,IL13,IL2,IL2RA,IL3,IL4,IL5,LTA",0,,,
10.0,MPI,Stim8hr,9,34.335,8.475,"IFNG,IL13,IL21,IL22,IL2RA,IL3,IL4,IL5,LTA",1,2.568,2.568,IL10
11.0,BATF,Stim48hr,9,33.375,6.115,"CSF2,IFNG,IL13,IL2,IL2RA,IL3,IL5,LTA,TNF",1,5.223,5.223,CTLA4
12.0,SIK3,Stim48hr,9,32.827,5.984,"IFNG,IL2,IL21,IL22,IL3,IL4,IL5,LTA,TNF",2,5.541,2.777,"IL10,IL2RA"
13.0,DHX36,Stim48hr,9,31.177000000000003,5.341,"CSF2,IFNG,IL13,IL22,IL2RA,IL3,IL4,IL5,LTA",0,,,
14.0,SLC35B1,Stim8hr,9,30.961000000000002,4.598,"CSF2,IL13,IL2,IL22,IL2RA,IL3,IL4,LTA,TNF",1,3.434,3.434,IL10
15.0,IL2RB,Stim8hr,8,36.029,8.537,"CSF2,IFNG,IL13,IL2,IL22,IL2RA,IL3,IL5",2,8.515,4.843,"CTLA4,IL10"
16.0,CD3G,Stim48hr,8,34.996,9.389,"CSF2,IFNG,IL13,IL2RA,IL3,IL4,IL5,LTA",1,4.824,4.824,CTLA4
17.0,CXXC1,Stim48hr,8,32.628,5.531,"CSF2,IFNG,IL13,IL2RA,IL3,IL4,LTA,TNF",0,,,
18.0,UBR4,Stim48hr,8,29.707,4.587,"CSF2,IFNG,IL13,IL2,IL2RA,IL3,IL5,LTA",1,4.082,4.082,CTLA4
19.0,CD247,Stim48hr,8,28.706999999999997,6.375,"CSF2,IFNG,IL13,IL2,IL21,IL2RA,IL4,LTA",1,4.554,4.554,CTLA4
20.0,PMVK,Stim48hr,8,27.729,7.802,"CSF2,IFNG,IL13,IL22,IL2RA,IL4,LTA,TNF",2,6.277,3.343,"CTLA4,IL10"
21.0,CARMIL2,Stim8hr,8,27.683999999999997,4.894,"IL2,IL22,IL2RA,IL3,IL4,IL5,LTA,TNF",1,2.713,2.713,CTLA4
22.0,CD2,Stim48hr,8,24.464,3.727,"CSF2,IFNG,IL2,IL21,IL22,IL23R,LTA,TNF",0,,,
23.0,IL2RB,Stim48hr,7,43.177,16.994,"CSF2,IL13,IL2RA,IL3,IL4,IL5,TNF",1,6.643,6.643,CTLA4
24.0,STAT5B,Stim48hr,7,41.663000000000004,9.534,"CSF2,IFNG,IL13,IL2RA,IL3,IL4,LTA",1,4.321,4.321,CTLA4
25.0,ZAP70,Stim8hr,7,41.637,15.093,"CSF2,IFNG,IL2,IL21,IL2RA,IL3,IL4",2,7.6530000000000005,4.477,"CTLA4,IL10"
26.0,GATA3,Stim48hr,7,36.631,11.273,"CSF2,IFNG,IL13,IL2RA,IL3,IL4,IL5",2,11.23,7.608,"CTLA4,IL10"
27.0,NSD1,Stim48hr,7,31.733,8.181,"CSF2,IL21,IL22,IL2RA,IL3,LTA,TNF",2,10.23,6.384,"CTLA4,IL10"
28.0,BHLHE40,Stim48hr,7,31.128,8.908,"CSF2,IL13,IL21,IL22,IL3,IL4,IL5",1,3.857,3.857,IL23R
29.0,RFT1,Stim8hr,7,29.939999999999998,5.688,"CSF2,IFNG,IL22,IL2RA,IL3,LTA,TNF",1,3.252,3.252,IL10
30.0,RBCK1,Stim48hr,7,26.822000000000003,6.126,"CSF2,IFNG,IL13,IL2,IL22,LTA,TNF",0,,,
31.0,TBX21,Stim8hr,7,26.811000000000003,5.458,"CSF2,IFNG,IL2,IL22,IL3,LTA,TNF",0,,,
32.0,PGS1,Stim8hr,7,25.979000000000003,4.605,"CSF2,IFNG,IL2,IL22,IL3,IL4,LTA",0,,,
33.0,DOLPP1,Stim8hr,7,25.446999999999996,6.122,"IFNG,IL13,IL2RA,IL3,IL4,LTA,TNF",0,,,
34.0,SUPT20H,Stim48hr,7,25.148999999999997,4.935,"IL2,IL21,IL2RA,IL3,IL4,IL5,TNF",1,6.271,6.271,CTLA4
35.0,USO1,Stim8hr,7,24.03,5.607,"CSF2,IL13,IL2,IL21,IL22,IL2RA,TNF",0,,,
36.0,TMX1,Stim8hr,7,23.978,6.231,"CSF2,IFNG,IL2,IL21,IL22,IL3,TNF",0,,,
37.0,CD28,Stim8hr,7,23.372000000000003,4.288,"IFNG,IL2,IL22,IL2RA,IL5,LTA,TNF",0,,,
38.0,VARS2,Stim48hr,7,22.694999999999997,3.674,"CSF2,IFNG,IL13,IL2RA,IL3,IL5,LTA",0,,,
39.0,CREBBP,Stim8hr,7,22.342000000000002,3.743,"CSF2,IFNG,IL2,IL21,IL2RA,IL3,TNF",1,3.802,3.802,CTLA4
40.0,CFAP20,Stim48hr,6,26.164,6.394,"IL13,IL2RA,IL3,IL4,IL5,LTA",1,4.288,4.288,CTLA4
41.0,STAT5B,Stim8hr,6,25.652,6.239,"CSF2,IFNG,IL13,IL2RA,IL4,LTA",1,3.99,3.99,CTLA4
42.0,GNPNAT1,Stim8hr,6,24.106,5.128,"CSF2,IFNG,IL13,IL2RA,IL3,TNF",0,,,
43.0,USP22,Stim48hr,6,24.055999999999997,5.526,"IL2,IL21,IL2RA,IL3,LTA,TNF",1,4.571,4.571,CTLA4
44.0,N6AMT1,Stim48hr,6,23.271,4.525,"CSF2,IFNG,IL13,IL3,IL4,IL5",1,2.633,2.633,CTLA4
45.0,MED12,Stim8hr,6,23.024,6.728,"CSF2,IL13,IL22,IL3,IL4,IL5",2,6.968,4.801,"IL10,TNF"
46.0,INO80,Stim48hr,6,22.543,4.694,"IFNG,IL2RA,IL3,IL4,IL5,LTA",1,3.02,3.02,CTLA4
47.0,CBFB,Stim8hr,6,22.239000000000004,6.656,"CSF2,IFNG,IL13,IL2,IL22,IL5",1,5.087,5.087,LTA
48.0,WAC,Stim48hr,6,22.180999999999997,6.753,"CSF2,IL13,IL22,IL4,IL5,LTA",1,3.376,3.376,IL10
49.0,RBM33,Stim48hr,6,22.067999999999998,4.226,"CSF2,IFNG,IL3,IL4,IL5,LTA",0,,,
50.0,TADA2B,Stim48hr,6,21.784000000000002,4.861,"IL2,IL2RA,IL3,IL4,IL5,TNF",2,9.988,6.974,"CTLA4,IL23R"
51.0,KDM1A,Stim48hr,6,21.54,5.067,"CSF2,IL13,IL3,IL4,IL5,LTA",1,3.869,3.869,IL10
52.0,TUFM,Stim48hr,6,21.395,4.846,"CSF2,IFNG,IL2RA,IL3,IL4,TNF",1,3.098,3.098,CTLA4
53.0,ITK,Stim48hr,6,21.109,4.853,"IFNG,IL2,IL22,IL2RA,IL3,LTA",1,2.7,2.7,IL21
54.0,ATP5PO,Stim48hr,6,20.897,4.396,"IFNG,IL2,IL22,IL3,IL4,IL5",1,3.287,3.287,IL10
55.0,EIF4G2,Stim48hr,6,20.717,5.048,"IL13,IL2,IL21,IL22,IL5,LTA",1,3.808,3.808,CTLA4
56.0,TMEM126B,Stim48hr,6,20.201999999999998,4.724,"CSF2,IFNG,IL2,IL3,IL4,LTA",0,,,
57.0,WAC,Stim8hr,6,19.974999999999998,6.011,"IL13,IL22,IL2RA,IL4,IL5,LTA",3,11.361,5.042,"CTLA4,IL10,IL2"
58.0,CREBBP,Stim48hr,6,19.78,4.943,"IL13,IL22,IL2RA,IL4,IL5,TNF",1,3.049,3.049,CTLA4
59.0,LIG3,Stim48hr,6,16.738,3.168,"IL13,IL21,IL22,IL2RA,IL4,IL5",1,2.559,2.559,IL10
60.0,GET1,Stim8hr,5,24.476999999999997,5.726,"IFNG,IL13,IL2,IL2RA,IL3",0,,,
61.0,ZAP70,Stim48hr,5,22.972,8.642,"CSF2,IFNG,IL13,IL2RA,LTA",1,4.28,4.28,CTLA4
62.0,SGF29,Stim48hr,5,21.262,6.139,"IL2RA,IL3,IL4,IL5,TNF",1,7.029,7.029,CTLA4
63.0,RNF20,Stim48hr,5,21.17,6.504,"IL13,IL3,IL4,LTA,TNF",2,6.103,3.185,"CTLA4,IL23R"
64.0,SMARCE1,Stim48hr,5,21.0,8.477,"IL13,IL2RA,IL3,IL5,LTA",2,9.040000000000001,6.238,"CTLA4,IL4"
65.0,CYB5R4,Stim8hr,5,20.817,5.48,"IFNG,IL2,IL21,IL22,IL3",1,4.542,4.542,IL13
66.0,SND1,Stim8hr,5,20.8,5.188,"IFNG,IL2,IL22,LTA,TNF",0,,,
67.0,LCK,Stim48hr,5,20.347,5.882,"CSF2,IFNG,IL2RA,IL3,IL5",0,,,
68.0,ENO1,Stim48hr,5,20.268,6.781,"CSF2,IL13,IL2RA,IL5,LTA",0,,,
69.0,CAMSAP1,Stim8hr,5,20.13,5.037,"IL13,IL2,IL3,IL5,LTA",0,,,
70.0,PDCL,Stim48hr,5,20.011,5.76,"CSF2,IL13,IL22,IL2RA,IL5",2,5.869,3.14,"CTLA4,LTA"
71.0,LCK,Stim8hr,5,19.235,6.983,"IFNG,IL22,IL2RA,IL3,IL5",2,6.334,3.543,"IL10,IL4"
72.0,EFR3A,Stim8hr,5,19.204,8.695,"CSF2,IFNG,IL22,IL2RA,LTA",2,5.754,3.171,"IL10,IL2"
73.0,DHX36,Stim8hr,5,18.889,5.223,"CSF2,IL22,IL3,IL4,LTA",0,,,
74.0,EIF4G2,Stim8hr,5,18.8,5.003,"IL13,IL2,IL21,IL22,LTA",2,5.5440000000000005,3.028,"IL10,IL2RA"
75.0,MFSD6,Stim48hr,5,18.419999999999998,4.349,"CSF2,IFNG,IL2RA,IL3,LTA",0,,,
76.0,ZNF649,Stim48hr,5,18.354,4.755,"CSF2,IL13,IL2RA,IL3,IL4",0,,,
77.0,PRKAR1A,Stim48hr,5,18.052,5.092,"CSF2,IFNG,IL3,IL4,LTA",2,5.911,3.185,"CTLA4,IL2RA"
78.0,LRPPRC,Stim48hr,5,17.893,4.214,"CSF2,IFNG,IL3,IL5,TNF",0,,,
79.0,PDHA1,Stim48hr,5,17.823,5.385,"IFNG,IL13,IL2RA,IL4,IL5",1,2.916,2.916,IL10
80.0,TADA1,Stim48hr,5,17.809,4.837,"CSF2,IL22,IL4,IL5,TNF",2,7.8870000000000005,5.561,"CTLA4,IL23R"
81.0,RNF20,Stim8hr,5,17.415,5.085,"CSF2,IFNG,IL2RA,IL4,IL5",1,3.45,3.45,CTLA4
82.0,HEXIM1,Stim48hr,5,17.338,4.961,"IL13,IL22,IL3,IL4,IL5",1,2.576,2.576,IL10
83.0,MALT1,Stim8hr,5,17.265,4.608,"IFNG,IL3,IL5,LTA,TNF",0,,,
84.0,IMPDH2,Stim8hr,5,17.122,4.654,"IL13,IL22,IL4,IL5,LTA",0,,,
85.0,MED13,Stim48hr,5,17.02,4.272,"CSF2,IL2,IL3,IL4,TNF",0,,,
86.0,TSC1,Stim48hr,5,16.791,5.299,"CSF2,IL2,IL22,IL2RA,IL3",0,,,
87.0,IL7R,Stim8hr,5,16.77,4.827,"CSF2,IFNG,IL22,IL3,LTA",1,2.855,2.855,IL2RA
88.0,QRSL1,Stim48hr,5,16.555,3.858,"IFNG,IL2RA,IL3,IL4,LTA",1,3.573,3.573,CTLA4
89.0,METTL1,Stim48hr,5,16.224,4.231,"IL13,IL2,IL21,IL4,IL5",2,5.292,2.696,"IL2RA,IL3"
90.0,BCL10,Stim8hr,5,16.182,4.335,"IFNG,IL13,IL2,IL5,LTA",0,,,
91.0,MALT1,Stim48hr,5,15.452000000000002,3.71,"CSF2,IL2,IL22,IL3,LTA",1,3.727,3.727,CTLA4
92.0,POLG,Stim48hr,5,15.329,3.75,"CSF2,IL21,IL22,IL5,TNF",0,,,
93.0,DOHH,Stim48hr,5,15.291000000000002,3.817,"IL13,IL3,IL4,IL5,LTA",1,4.329,4.329,CTLA4
94.0,NFRKB,Stim8hr,5,14.008000000000001,3.672,"CSF2,IFNG,IL22,IL5,TNF",2,5.221,2.953,"CTLA4,IL10"
95.0,SMARCB1,Stim48hr,4,22.003,8.256,"IL13,IL2RA,IL3,IL5",1,6.436,6.436,CTLA4
96.0,CD2,Stim8hr,4,21.54,7.144,"CSF2,IFNG,IL2,IL3",0,,,
97.0,STAT3,Stim8hr,4,20.113,8.047,"IFNG,IL22,IL2RA,IL5",2,10.815999999999999,5.689,"CTLA4,IL10"
98.0,BHLHE40,Stim8hr,4,18.565,7.489,"CSF2,IL13,IL22,IL5",0,,,
99.0,TBX21,Stim48hr,4,18.503999999999998,7.131,"IFNG,IL3,IL4,LTA",0,,,
100.0,PLCG1,Stim48hr,4,18.472,8.557,"IL13,IL2,IL2RA,IL4",1,5.064,5.064,CTLA4
101.0,STAT3,Stim48hr,4,18.418,7.502,"IFNG,IL2,IL22,IL2RA",3,10.039,4.102,"CTLA4,IL10,LTA"
102.0,SKIC8,Stim8hr,4,17.874,8.651,"CSF2,IL2RA,LTA,TNF",0,,,
103.0,CFAP20,Stim8hr,4,17.705,5.902,"IL13,IL4,IL5,LTA",1,3.079,3.079,CTLA4
104.0,SIK3,Stim8hr,4,17.319,6.528,"IL4,IL5,LTA,TNF",2,8.147,4.553,"IL10,IL2RA"
105.0,MMAB,Stim8hr,4,17.205000000000002,4.801,"IL13,IL22,IL2RA,IL5",4,17.281,5.758,"CSF2,IL2,IL3,TNF"
106.0,SLC35B1,Stim48hr,4,17.11,5.193,"CSF2,IFNG,IL13,IL3",0,,,
107.0,CLASRP,Stim48hr,4,17.073,6.668,"IL13,IL2RA,IL4,IL5",1,3.727,3.727,CTLA4
108.0,BATF,Stim8hr,4,16.934,5.691,"IL2RA,IL3,IL5,LTA",0,,,
109.0,VPS29,Stim8hr,4,16.825,4.919,"IFNG,IL2,IL22,IL3",0,,,
110.0,ITK,Stim8hr,4,16.731,5.045,"IFNG,IL22,IL3,LTA",0,,,
111.0,DARS1,Stim8hr,4,16.724,5.362,"CSF2,IFNG,IL22,IL3",0,,,
112.0,DR1,Stim8hr,4,16.384,5.274,"CSF2,IFNG,IL3,TNF",0,,,
113.0,TESK2,Stim48hr,4,16.106,4.455,"CSF2,IL3,IL4,LTA",0,,,
114.0,SMARCB1,Stim8hr,4,16.082,6.526,"IFNG,IL13,IL2RA,LTA",4,13.350999999999999,4.611,"CTLA4,IL10,IL22,IL5"
115.0,MED15,Stim48hr,4,16.006,5.082,"IL22,IL3,IL4,IL5",2,6.281000000000001,3.696,"CTLA4,IL2RA"
116.0,KDM8,Stim48hr,4,15.758000000000001,4.823,"IL13,IL2,IL3,IL4",0,,,
117.0,CCNC,Stim48hr,4,15.395999999999999,4.186,"CSF2,IL2RA,IL3,TNF",4,15.754999999999999,5.152,"CTLA4,IL10,IL22,IL23R"
118.0,KDM3B,Stim8hr,4,15.181000000000001,4.462,"IFNG,IL3,IL4,IL5",1,4.959,4.959,CTLA4
119.0,ARPC2,Stim8hr,4,15.171,5.486,"IL13,IL21,IL2RA,IL5",2,6.442,3.356,"CTLA4,TNF"
120.0,PPP1R11,Stim8hr,4,15.161,5.202,"IL22,IL5,LTA,TNF",5,17.765,4.455,"CSF2,IFNG,IL10,IL13,IL21"
121.0,EML2,Stim8hr,4,15.097999999999999,4.581,"IFNG,IL13,IL5,LTA",0,,,
122.0,EHMT2,Stim8hr,4,14.748,4.787,"CSF2,IFNG,IL3,IL4",1,2.562,2.562,IL10
123.0,SGF29,Stim8hr,4,14.687999999999999,5.443,"IL2,IL3,IL5,TNF",1,4.358,4.358,LTA
124.0,TWNK,Stim48hr,4,14.548000000000002,5.338,"CSF2,IFNG,IL2,IL3",0,,,
125.0,SMG7,Stim8hr,4,14.437000000000001,4.352,"CSF2,IL21,IL3,IL5",1,3.072,3.072,IL10
126.0,TIAL1,Stim48hr,4,14.356000000000002,4.012,"IL2,IL21,IL3,IL4",0,,,
127.0,WAPL,Stim8hr,4,14.193,4.521,"IL2,IL22,LTA,TNF",0,,,
128.0,ACLY,Stim48hr,4,13.956,5.359,"CSF2,IFNG,IL2RA,IL5",2,6.602,3.42,"IL10,IL2"
129.0,CAMSAP1,Stim48hr,4,13.8,3.838,"CSF2,IFNG,IL4,IL5",0,,,
130.0,STK11,Stim8hr,4,13.793999999999999,3.988,"IL22,IL4,IL5,LTA",2,10.39,5.514,"CSF2,IL2RA"
131.0,GANAB,Stim8hr,4,13.67,4.227,"CSF2,IFNG,IL3,LTA",0,,,
132.0,EHMT2,Stim48hr,4,13.654,3.957,"IFNG,IL2RA,IL4,LTA",0,,,
133.0,INTS14,Stim8hr,4,13.650000000000002,4.059,"IL13,IL3,IL4,IL5",0,,,
134.0,HCCS,Stim48hr,4,13.609999999999998,4.637,"CSF2,IFNG,IL3,IL5",0,,,
135.0,TMED10,Stim8hr,4,13.572,3.543,"IL21,IL2RA,IL4,IL5",0,,,
136.0,TFB1M,Stim48hr,4,13.475,3.857,"IFNG,IL2,IL22,IL5",0,,,
137.0,SMARCC1,Stim48hr,4,13.466,3.647,"IL13,IL2RA,IL3,IL5",0,,,
138.0,CXXC1,Stim8hr,4,13.388000000000002,3.608,"CSF2,IFNG,IL2RA,IL3",2,6.367,3.683,"CTLA4,IL10"
139.0,SEL1L,Stim48hr,4,13.015,3.552,"IL21,IL3,IL4,IL5",0,,,
140.0,DCK,Stim48hr,4,12.995000000000001,3.731,"CSF2,IL13,IL2RA,IL3",0,,,
141.0,NDUFS8,Stim48hr,4,12.963000000000001,4.314,"IFNG,IL2RA,IL4,IL5",0,,,
142.0,CD28,Stim48hr,4,12.96,3.445,"IFNG,IL3,IL5,LTA",1,2.584,2.584,CTLA4
143.0,RICTOR,Stim48hr,4,12.781,3.342,"IL21,IL22,IL4,IL5",0,,,
144.0,MMAB,Stim48hr,4,12.778,3.749,"IL2,IL21,IL2RA,IL4",0,,,
145.0,TMX1,Stim48hr,4,12.695,3.796,"CSF2,IL2,IL3,LTA",1,3.105,3.105,CTLA4
146.0,PTEN,Stim8hr,4,12.41,3.76,"IFNG,IL21,IL3,IL4",0,,,
147.0,C1D,Stim8hr,4,12.392,4.359,"IL22,IL2RA,IL4,IL5",1,2.788,2.788,IL2
148.0,MLST8,Stim48hr,4,12.309999999999999,3.324,"IL13,IL22,IL4,IL5",0,,,
149.0,PPP1R11,Stim48hr,4,12.309999999999999,3.396,"IL13,IL3,IL4,IL5",1,3.609,3.609,IFNG
150.0,OXA1L,Stim48hr,4,12.167,3.208,"IL22,IL2RA,IL5,LTA",1,3.181,3.181,IL10
151.0,NFRKB,Stim48hr,4,12.122,3.162,"IL21,IL22,IL2RA,IL4",2,6.985,4.049,"CTLA4,IL10"
152.0,BTAF1,Stim48hr,4,12.081999999999999,3.231,"CSF2,IL2,IL21,IL22",1,4.332,4.332,IL2RA
153.0,DHX36,Rest,4,11.894,3.544,"CSF2,IFNG,IL2RA,LTA",0,,,
154.0,CNOT4,Stim48hr,4,11.687,3.32,"IFNG,IL2,IL3,LTA",0,,,
155.0,PNPT1,Stim8hr,4,11.287,2.951,"IL13,IL2RA,IL5,LTA",0,,,
156.0,MEN1,Stim48hr,4,10.751000000000001,2.966,"IFNG,IL21,IL22,LTA",0,,,
157.0,GATA3,Stim8hr,3,17.326999999999998,9.515,"IL13,IL2RA,IL5",3,9.978,4.254,"IL10,LTA,TNF"
158.0,FZD6,Stim8hr,3,14.89,5.108,"CSF2,IFNG,IL3",0,,,
159.0,RUNX2,Stim48hr,3,14.675,5.35,"CSF2,IL13,IL2RA",0,,,
160.0,STK11,Stim48hr,3,14.025,5.458,"CSF2,IL3,IL4",0,,,
161.0,FAM20B,Stim8hr,3,13.883,6.504,"IFNG,IL22,IL3",0,,,
162.0,IRF2BP1,Stim8hr,3,13.643,5.523,"IL2RA,IL4,IL5",0,,,
163.0,CD3E,Stim48hr,3,13.623999999999999,6.727,"CSF2,IL2RA,LTA",1,3.749,3.749,CTLA4
164.0,TIMP1,Stim8hr,3,13.538,4.759,"IFNG,IL22,IL2RA",0,,,
165.0,SMAD4,Stim8hr,3,13.123,4.715,"IL13,IL4,IL5",0,,,
166.0,ATP2A2,Stim8hr,3,13.097,6.398,"IL2,IL3,IL5",7,26.057000000000002,6.283,"CSF2,IL13,IL21,IL22,IL2RA,IL4,LTA"
167.0,RAP1A,Stim8hr,3,13.019000000000002,4.861,"IL22,IL3,IL5",0,,,
168.0,TAF6L,Stim8hr,3,12.963000000000001,6.354,"IL2,IL3,TNF",3,9.184000000000001,3.722,"IL13,IL2RA,LTA"
169.0,TRIP12,Stim8hr,3,12.774000000000001,5.856,"IL13,IL4,IL5",0,,,
170.0,NAA20,Stim8hr,3,12.608,6.07,"IL3,IL5,LTA",0,,,
171.0,PARS2,Stim8hr,3,12.518,4.958,"IL13,IL2RA,IL5",0,,,
172.0,TMEM87B,Stim8hr,3,12.454,5.027,"IL13,IL22,IL5",0,,,
173.0,CLASRP,Stim8hr,3,12.4,4.67,"IL13,IL5,LTA",1,2.989,2.989,IL10
174.0,FHIP2A,Stim8hr,3,12.395,4.313,"IL13,IL22,IL5",1,3.693,3.693,IL10
175.0,PGAP2,Stim48hr,3,12.23,5.683,"IL2,IL3,LTA",0,,,
176.0,UBR4,Stim8hr,3,12.18,4.321,"IFNG,IL21,IL5",0,,,
177.0,CBFB,Stim48hr,3,12.085999999999999,5.111,"CSF2,IL2RA,IL3",4,14.019,4.974,"CTLA4,IFNG,IL10,LTA"
178.0,VARS2,Stim8hr,3,12.081,4.263,"IL13,IL2RA,IL5",0,,,
179.0,NDFIP2,Stim8hr,3,11.972000000000001,4.8,"IL22,IL3,IL5",0,,,
180.0,MTHFD1,Stim8hr,3,11.972,5.49,"IL22,IL5,LTA",0,,,
181.0,RHOF,Stim48hr,3,11.888,4.872,"IL2,IL22,IL3",0,,,
182.0,HMGXB3,Stim48hr,3,11.839,4.248,"CSF2,IL21,IL2RA",0,,,
183.0,HEXIM1,Stim8hr,3,11.732,4.281,"IL13,IL4,IL5",0,,,
184.0,ARID1A,Stim48hr,3,11.711,4.019,"IFNG,IL2RA,IL4",0,,,
185.0,SMARCA4,Stim48hr,3,11.683,4.663,"IL13,IL2RA,IL4",1,3.812,3.812,CTLA4
186.0,ZBTB14,Stim48hr,3,11.575,4.611,"IL13,IL4,IL5",0,,,
187.0,FAM204A,Stim8hr,3,11.561,4.412,"IFNG,IL2,IL3",0,,,
188.0,ATIC,Stim8hr,3,11.523,4.607,"CSF2,IL5,LTA",0,,,
