rank,gene,condition,n_suppress_effector,suppress_sum_absz,suppress_max_absz,suppress_cytokines,n_boost,boost_sum_absz,boost_max_absz,boost_cytokines
1060.0,CXXC1,Rest,1,3.011,3.011,TNF,2,7.898,4.874,"IL13,IL2RA"
1061.0,COX10,Stim8hr,1,3.01,3.01,LTA,1,2.856,2.856,IFNG
1062.0,NKAPD1,Stim8hr,1,3.009,3.009,IL22,1,3.268,3.268,TNF
1063.0,ADAM19,Stim48hr,1,3.008,3.008,IL4,2,10.902,7.38,"IFNG,IL23R"
1064.0,TIPRL,Stim48hr,1,3.008,3.008,IL2RA,0,,,
1065.0,FITM1,Rest,1,3.005,3.005,IL2RA,0,,,
1066.0,INO80,Stim8hr,1,3.005,3.005,IL5,0,,,
1067.0,ORAI1,Stim8hr,1,2.999,2.999,IL3,4,12.835,3.826,"IL13,IL2,IL21,TNF"
1068.0,GLS,Stim8hr,1,2.993,2.993,IL4,0,,,
1069.0,SAP130,Stim48hr,1,2.99,2.99,IL5,0,,,
1070.0,SND1,Stim48hr,1,2.987,2.987,IL2,0,,,
1071.0,INTS10,Stim48hr,1,2.986,2.986,IL4,3,8.778,3.164,"CTLA4,IL3,LTA"
1072.0,KMT2C,Stim48hr,1,2.986,2.986,CSF2,0,,,
1073.0,MTRR,Stim48hr,1,2.972,2.972,IL3,0,,,
1074.0,CCNQ,Stim8hr,1,2.971,2.971,IL2RA,3,8.503,2.892,"CTLA4,IL13,LTA"
1075.0,TTC4,Rest,1,2.97,2.97,CSF2,1,2.972,2.972,LTA
1076.0,LSM12,Stim48hr,1,2.969,2.969,LTA,0,,,
1077.0,ELP3,Stim8hr,1,2.965,2.965,IL5,5,26.040999999999997,6.361,"CSF2,IFNG,IL2,IL21,IL3"
1078.0,ATP5ME,Stim48hr,1,2.961,2.961,IFNG,0,,,
1079.0,MED1,Stim8hr,1,2.961,2.961,IL4,1,2.818,2.818,IL10
1080.0,RNASEH1,Stim48hr,1,2.958,2.958,IL3,0,,,
1081.0,EIF3L,Stim48hr,1,2.953,2.953,IL2RA,0,,,
1082.0,CCR4,Rest,1,2.951,2.951,LTA,3,19.335,11.298,"IFNG,IL2RA,IL3"
1083.0,DHPS,Stim8hr,1,2.948,2.948,IL22,2,7.7459999999999996,4.499,"IL2,IL5"
1084.0,NDUFB4,Stim48hr,1,2.947,2.947,IFNG,0,,,
1085.0,LETM2,Stim48hr,1,2.945,2.945,IL13,3,13.853,6.614,"IL2,IL3,TNF"
1086.0,SLC5A3,Stim48hr,1,2.944,2.944,LTA,0,,,
1087.0,CTDSPL2,Stim48hr,1,2.943,2.943,IL5,0,,,
1088.0,TAF5L,Rest,1,2.943,2.943,TNF,0,,,
1089.0,LCK,Rest,1,2.94,2.94,IL2RA,0,,,
1090.0,ZNF613,Stim8hr,1,2.933,2.933,IL3,0,,,
1091.0,THAP11,Stim8hr,1,2.932,2.932,IL2,1,2.661,2.661,LTA
1092.0,L2HGDH,Stim8hr,1,2.93,2.93,IL13,0,,,
1093.0,DDX6,Stim48hr,1,2.921,2.921,IL22,3,11.268,5.19,"IFNG,IL21,IL3"
1094.0,SEC63,Stim48hr,1,2.92,2.92,IL3,0,,,
1095.0,ZRSR2,Stim8hr,1,2.908,2.908,IL13,0,,,
1096.0,ZNF785,Stim48hr,1,2.907,2.907,IL2RA,0,,,
1097.0,USP7,Stim48hr,1,2.906,2.906,IL21,2,6.535,3.569,"IL13,IL2RA"
1098.0,MIOS,Stim48hr,1,2.898,2.898,IFNG,1,4.068,4.068,IL2RA
1099.0,KDM1A,Rest,1,2.879,2.879,CSF2,0,,,
1100.0,HAPSTR1,Stim8hr,1,2.878,2.878,IL5,0,,,
1101.0,FOXO1,Stim8hr,1,2.877,2.877,IFNG,0,,,
1102.0,PPP3R1,Stim48hr,1,2.874,2.874,IL22,0,,,
1103.0,C6orf62,Rest,1,2.868,2.868,LTA,0,,,
1104.0,DCP2,Stim48hr,1,2.865,2.865,IL5,2,5.848,3.04,"IL23R,TNF"
1105.0,LBH,Stim8hr,1,2.865,2.865,IL2,1,3.105,3.105,IL3
1106.0,FN3K,Stim48hr,1,2.864,2.864,CSF2,0,,,
1107.0,TIMM8B,Stim8hr,1,2.864,2.864,IL4,1,3.048,3.048,TNF
1108.0,EIF3H,Stim8hr,1,2.854,2.854,IFNG,2,12.219999999999999,6.188,"LTA,TNF"
1109.0,MYO9A,Stim48hr,1,2.846,2.846,LTA,0,,,
1110.0,ATP2A3,Stim8hr,1,2.845,2.845,IL3,0,,,
1111.0,COX19,Stim48hr,1,2.841,2.841,IL5,0,,,
1112.0,PCBP1,Stim8hr,1,2.829,2.829,IL4,1,3.059,3.059,CTLA4
1113.0,EMC4,Stim48hr,1,2.827,2.827,IL5,4,15.329,4.994,"CSF2,IL21,IL4,LTA"
1114.0,RIDA,Stim48hr,1,2.826,2.826,IL4,2,9.76,6.545,"CSF2,IFNG"
1115.0,WDR59,Stim48hr,1,2.823,2.823,IL21,1,3.093,3.093,IL2RA
1116.0,UBXN1,Stim8hr,1,2.82,2.82,IL22,2,5.918,3.121,"CTLA4,IL5"
1117.0,GRSF1,Stim48hr,1,2.815,2.815,IL5,0,,,
1118.0,IL12RB2,Stim8hr,1,2.815,2.815,IL4,1,5.063,5.063,IL23R
1119.0,TMEM214,Stim8hr,1,2.809,2.809,IL5,0,,,
1120.0,GTF3C6,Stim8hr,1,2.804,2.804,IL22,3,11.632000000000001,5.533,"CSF2,IFNG,TNF"
1121.0,AHR,Stim8hr,1,2.8,2.8,IL22,6,18.787999999999997,3.981,"IFNG,IL10,IL2,IL21,IL3,LTA"
1122.0,PEX6,Stim8hr,1,2.799,2.799,IL3,0,,,
1123.0,DDX6,Rest,1,2.796,2.796,LTA,1,4.858,4.858,IL13
1124.0,COG6,Stim48hr,1,2.79,2.79,IL3,0,,,
1125.0,USP7,Rest,1,2.785,2.785,TNF,1,2.676,2.676,IL2RA
1126.0,COX6C,Stim48hr,1,2.782,2.782,IL2,0,,,
1127.0,DPH1,Stim8hr,1,2.778,2.778,IL21,1,3.971,3.971,IL2RA
1128.0,MTHFD1L,Stim48hr,1,2.769,2.769,IL3,0,,,
1129.0,COA7,Stim48hr,1,2.757,2.757,TNF,0,,,
1130.0,METTL1,Stim8hr,1,2.736,2.736,IL5,1,3.238,3.238,CSF2
1131.0,CDK13,Stim8hr,1,2.716,2.716,LTA,0,,,
1132.0,DPH6,Stim48hr,1,2.707,2.707,IL2,2,6.655,3.705,"IL13,IL2RA"
1133.0,SLC16A1,Stim48hr,1,2.7,2.7,IL3,1,3.0,3.0,CTLA4
1134.0,RPTOR,Stim8hr,1,2.69,2.69,IFNG,1,3.063,3.063,LTA
1135.0,ATAD3A,Stim48hr,1,2.677,2.677,IL5,1,2.566,2.566,IL2
1136.0,STK11,Rest,1,2.673,2.673,LTA,1,8.794,8.794,IL2RA
1137.0,STAT5B,Rest,1,2.663,2.663,LTA,0,,,
1138.0,ATXN7L3,Stim8hr,1,2.655,2.655,IL3,3,12.26,6.693,"IFNG,IL2RA,IL5"
1139.0,UBE2L3,Stim48hr,1,2.655,2.655,IL3,0,,,
1140.0,PDCD5,Stim48hr,1,2.648,2.648,IL2,0,,,
1141.0,ATF7IP2,Stim8hr,1,2.635,2.635,IL22,0,,,
1142.0,RCC1L,Stim48hr,1,2.596,2.596,TNF,1,2.908,2.908,IL10
1143.0,STIP1,Stim48hr,1,2.58,2.58,IL4,1,2.953,2.953,CTLA4
1144.0,PAXIP1,Rest,1,2.573,2.573,IL2RA,0,,,
1145.0,SP140L,Rest,1,2.572,2.572,IL2RA,0,,,
1146.0,PPIH,Stim8hr,1,2.567,2.567,IL2RA,3,8.759,3.219,"IL10,IL2,IL3"
1147.0,NDUFA8,Stim48hr,1,2.507,2.507,IFNG,0,,,
1148.0,TIPRL,Stim8hr,1,2.488,2.488,IL4,0,,,
1149.0,SMARCA5,Stim8hr,1,2.477,2.477,IL3,1,3.87,3.87,LTA
1150.0,MED24,Rest,1,2.428,2.428,LTA,1,4.542,4.542,IL2RA
,ABCC1,Rest,0,,,,2,8.515,4.569,"IL21,IL4"
,ABHD12,Rest,0,,,,2,5.943,3.147,"IFNG,IL2RA"
,ABHD5,Rest,0,,,,1,5.093,5.093,IL22
,ABHD6,Rest,0,,,,2,11.216999999999999,5.869,"IL2,IL3"
,ACAP1,Stim8hr,0,,,,1,4.859,4.859,IFNG
,ACLY,Stim8hr,0,,,,1,2.895,2.895,IL10
,ACSL6,Rest,0,,,,2,7.7940000000000005,4.974,"IFNG,LTA"
,ACTR2,Stim48hr,0,,,,1,3.786,3.786,CTLA4
,ACYP2,Stim48hr,0,,,,1,3.854,3.854,IFNG
,ADAM19,Rest,0,,,,1,4.337,4.337,IL22
,ADAMTS10,Rest,0,,,,2,18.683,10.272,"IL2,IL3"
,ADNP,Stim8hr,0,,,,1,3.695,3.695,IFNG
,ADNP2,Stim48hr,0,,,,2,7.737,4.163,"IFNG,IL4"
,ADORA2A,Stim8hr,0,,,,1,4.934,4.934,IFNG
,ADRB2,Rest,0,,,,3,16.442999999999998,6.15,"CSF2,IFNG,IL2"
,AHR,Rest,0,,,,7,23.675,5.099,"IFNG,IL13,IL21,IL2RA,IL4,IL5,LTA"
,AKAP1,Stim48hr,0,,,,1,4.325,4.325,IL23R
,AKR1C3,Rest,0,,,,3,18.97,7.267,"CSF2,IFNG,IL3"
,ALDH18A1,Stim48hr,0,,,,1,3.962,3.962,IL3
,ALG6,Stim8hr,0,,,,1,3.783,3.783,TNF
,ALKBH2,Stim48hr,0,,,,1,7.208,7.208,IL23R
,ALKBH2,Stim8hr,0,,,,2,7.890000000000001,4.154,"IL22,IL23R"
,ANAPC15,Rest,0,,,,1,4.148,4.148,IL2
,ANKRD11,Stim8hr,0,,,,1,4.968,4.968,IFNG
,ANP32B,Stim8hr,0,,,,2,6.5600000000000005,3.612,"IL2,TNF"
,AP1M1,Stim48hr,0,,,,1,3.984,3.984,CTLA4
,AP1S2,Rest,0,,,,2,8.475000000000001,4.304,"IL22,IL2RA"
,APBB1,Rest,0,,,,2,17.15,11.221,"CSF2,IL3"
,ARF1,Rest,0,,,,1,2.728,2.728,LTA
,ARHGAP30,Rest,0,,,,1,3.057,3.057,IL2RA
,ARHGAP45,Rest,0,,,,1,5.351,5.351,IFNG
,ARHGAP45,Stim8hr,0,,,,1,4.727,4.727,IL10
,ARHGEF6,Rest,0,,,,1,5.227,5.227,IL3
,ARIH1,Rest,0,,,,1,3.769,3.769,IL2RA
,ARIH1,Stim8hr,0,,,,4,15.183,5.335,"CSF2,IL13,IL2RA,IL3"
,ARL16,Stim8hr,0,,,,1,5.196,5.196,IL2
,ARMC8,Stim48hr,0,,,,2,9.164,5.568,"IL2,IL23R"
,ARNT,Rest,0,,,,2,7.801,4.644,"IL2RA,LTA"
,ARPC1B,Stim8hr,0,,,,1,3.386,3.386,CSF2
,ARPC3,Stim48hr,0,,,,1,3.596,3.596,LTA
,ARPC3,Stim8hr,0,,,,2,6.3260000000000005,3.178,"IL10,IL3"
,ATG101,Stim48hr,0,,,,1,4.164,4.164,IFNG
,ATP1B3,Rest,0,,,,1,3.088,3.088,IL2RA
,ATP1B3,Stim48hr,0,,,,5,18.669,4.651,"CSF2,IFNG,IL2,IL3,IL4"
,ATP1B3,Stim8hr,0,,,,2,8.914,5.451,"CSF2,IL2"
,ATP2A2,Rest,0,,,,5,25.546,9.704,"CSF2,IFNG,IL21,IL2RA,TNF"
,ATP5F1A,Rest,0,,,,5,39.729,11.973,"CSF2,IFNG,IL2,IL3,TNF"
,ATP5ME,Rest,0,,,,1,3.41,3.41,CSF2
,ATP6V0A2,Stim8hr,0,,,,1,3.562,3.562,IL2
,ATRX,Rest,0,,,,1,4.354,4.354,IL22
,ATRX,Stim8hr,0,,,,1,2.809,2.809,CSF2
,ATXN3,Stim48hr,0,,,,1,4.866,4.866,IFNG
,B3GNT2,Rest,0,,,,3,20.003,10.099,"IFNG,IL2,IL3"
,BAHD1,Rest,0,,,,1,8.438,8.438,IL3
,BBC3,Rest,0,,,,1,4.323,4.323,IFNG
,BCL2,Rest,0,,,,1,4.341,4.341,IFNG
,BLOC1S2,Stim8hr,0,,,,1,4.664,4.664,IL2
,BMI1,Rest,0,,,,1,4.055,4.055,IL2
,BNIP2,Rest,0,,,,1,4.219,4.219,IL2
,BPTF,Stim48hr,0,,,,2,7.409,4.326,"IFNG,IL2"
,BRI3BP,Stim48hr,0,,,,1,4.314,4.314,IL3
,BRK1,Rest,0,,,,1,3.979,3.979,IL2RA
,BRK1,Stim8hr,0,,,,1,2.702,2.702,IL2RA
,C10orf88,Stim8hr,0,,,,1,3.874,3.874,TNF
,C1orf21,Rest,0,,,,1,2.56,2.56,IFNG
,C8orf33,Stim48hr,0,,,,1,6.152,6.152,IL23R
,C8orf33,Stim8hr,0,,,,1,3.554,3.554,IL22
,CACNB1,Stim48hr,0,,,,1,5.666,5.666,IL5
,CAND1,Stim48hr,0,,,,1,2.877,2.877,IFNG
,CAND1,Stim8hr,0,,,,1,2.801,2.801,IL22
,CAP1,Rest,0,,,,1,3.453,3.453,IL13
,CARM1,Rest,0,,,,1,3.539,3.539,IL13
,CBFA2T2,Stim8hr,0,,,,1,4.378,4.378,IL10
,CBFB,Rest,0,,,,1,10.452,10.452,IL2RA
,CBL,Stim8hr,0,,,,1,3.743,3.743,IL2RA
,CBLB,Stim8hr,0,,,,4,18.113000000000003,6.266,"CSF2,IFNG,IL3,TNF"
,CBLL1,Stim48hr,0,,,,1,3.617,3.617,IL5
,CCAR1,Stim8hr,0,,,,2,7.558,4.168,"IL2,LTA"
,CCDC134,Rest,0,,,,1,4.369,4.369,IL3
,CCDC134,Stim48hr,0,,,,4,16.449,5.496,"CSF2,IL2RA,IL3,LTA"
,CCDC134,Stim8hr,0,,,,1,3.73,3.73,IL3
,CCDC28B,Stim8hr,0,,,,1,4.714,4.714,TNF
,CCNA2,Rest,0,,,,1,2.918,2.918,IL2RA
,CCNC,Rest,0,,,,3,8.423,3.465,"IL22,IL2RA,LTA"
,CCNC,Stim8hr,0,,,,2,8.019,5.078,"IL22,IL23R"
,CD5,Stim48hr,0,,,,1,2.717,2.717,CSF2
,CD6,Rest,0,,,,1,4.415,4.415,CSF2
,CD7,Rest,0,,,,1,6.447,6.447,IL2
,CD7,Stim48hr,0,,,,2,8.3,4.183,"IFNG,IL2"
,CD9,Rest,0,,,,1,4.152,4.152,IL13
,CDADC1,Rest,0,,,,1,3.425,3.425,IL2RA
,CDC25B,Rest,0,,,,2,8.644,4.456,"IL13,IL2RA"
,CDC25B,Stim8hr,0,,,,2,5.713,2.93,"IL13,IL21"
,CDCA7L,Stim8hr,0,,,,1,5.11,5.11,IL4
,CENPB,Stim48hr,0,,,,1,4.313,4.313,IL2
,CEP135,Stim48hr,0,,,,1,3.314,3.314,CSF2
,CHD4,Rest,0,,,,2,5.901,3.051,"IL2RA,LTA"
,CHD4,Stim48hr,0,,,,1,2.968,2.968,IL5
,CHD4,Stim8hr,0,,,,3,9.404,3.335,"IL2,IL2RA,TNF"
,CHD6,Stim8hr,0,,,,1,4.836,4.836,IL22
,CHEK2,Rest,0,,,,1,8.03,8.03,IL2RA
,CHMP1A,Stim8hr,0,,,,1,3.293,3.293,CSF2
,CHTF18,Stim48hr,0,,,,1,2.94,2.94,IL2RA
,CIT,Rest,0,,,,1,4.422,4.422,LTA
,CLDND2,Stim8hr,0,,,,1,4.429,4.429,IL13
,CMAS,Stim8hr,0,,,,1,4.08,4.08,IL10
,CNOT11,Stim48hr,0,,,,3,11.475,5.349,"IL13,IL21,IL4"
,COLGALT1,Stim8hr,0,,,,1,4.548,4.548,IL10
,COPS8,Rest,0,,,,2,7.086,3.772,"IL13,IL2RA"
,COQ2,Stim8hr,0,,,,1,3.021,3.021,IL10
,COQ3,Stim8hr,0,,,,1,4.283,4.283,IL10
,COX15,Rest,0,,,,1,4.956,4.956,IL22
,COX6B1,Stim8hr,0,,,,1,4.706,4.706,IL10
,CPEB3,Rest,0,,,,2,14.268,7.983,"IFNG,IL3"
,CPSF6,Rest,0,,,,1,5.875,5.875,IL2RA
,CREB1,Stim48hr,0,,,,1,2.99,2.99,IL10
,CROT,Stim8hr,0,,,,4,16.544,5.805,"IL13,IL2,IL21,IL4"
,CSNK2A1,Stim48hr,0,,,,1,3.56,3.56,IL10
,CSNK2A1,Stim8hr,0,,,,1,3.264,3.264,IL10
,CSNK2A2,Stim48hr,0,,,,1,4.37,4.37,IL2
,CSTF2T,Stim8hr,0,,,,1,4.479,4.479,IL21
,CTLA4,Stim48hr,0,,,,1,13.303,13.303,CTLA4
,CTLA4,Stim8hr,0,,,,1,9.697,9.697,CTLA4
,CUEDC2,Rest,0,,,,2,7.829,4.037,"CSF2,IL21"
,CUL3,Rest,0,,,,4,13.644,3.766,"CSF2,IL2,IL2RA,IL3"
,CUL3,Stim8hr,0,,,,2,6.708,3.772,"CSF2,IL2"
,CUL4A,Stim8hr,0,,,,1,5.223,5.223,IL2RA
,CUL5,Stim48hr,0,,,,1,3.653,3.653,IL13
,CYB561D2,Rest,0,,,,1,3.776,3.776,IFNG
,CYB5D2,Stim48hr,0,,,,1,4.108,4.108,IL21
,CYCS,Stim8hr,0,,,,1,3.664,3.664,IL10
,CYP2R1,Stim8hr,0,,,,1,4.631,4.631,IL10
,DAXX,Stim8hr,0,,,,1,3.345,3.345,IL3
,DCP2,Rest,0,,,,1,4.641,4.641,TNF
,DCP2,Stim8hr,0,,,,1,3.465,3.465,IL2
,DDI2,Rest,0,,,,1,4.015,4.015,IL5
,DDX17,Rest,0,,,,1,2.896,2.896,IL4
,DDX17,Stim8hr,0,,,,1,3.716,3.716,IL2RA
,DDX31,Stim48hr,0,,,,1,4.399,4.399,CSF2
,DDX6,Stim8hr,0,,,,1,2.789,2.789,IL21
,DENND1B,Stim48hr,0,,,,1,5.485,5.485,IL23R
,DENR,Stim8hr,0,,,,1,4.535,4.535,IL2RA
,DGKZ,Stim8hr,0,,,,1,3.238,3.238,IL10
,DGLUCY,Rest,0,,,,1,3.955,3.955,IL2
,DHPS,Stim48hr,0,,,,1,4.466,4.466,IFNG
,DHX30,Stim48hr,0,,,,2,5.936,3.007,"IL21,IL4"
,DIAPH1,Stim8hr,0,,,,1,3.978,3.978,IL3
,DIS3,Stim8hr,0,,,,1,2.955,2.955,IL10
,DLG3,Rest,0,,,,1,6.409,6.409,IL2
,DNAJC21,Stim8hr,0,,,,1,3.208,3.208,IL2RA
,DNAJC24,Rest,0,,,,3,16.614,7.084,"CSF2,IFNG,IL3"
,DNAJC4,Rest,0,,,,1,4.917,4.917,IFNG
,DNTTIP1,Rest,0,,,,1,3.664,3.664,CSF2
,DNTTIP1,Stim48hr,0,,,,4,15.779000000000002,5.04,"CSF2,IFNG,IL3,TNF"
,DNTTIP1,Stim8hr,0,,,,5,14.282,4.16,"CSF2,IFNG,IL10,IL3,TNF"
,DOCK2,Rest,0,,,,5,16.948999999999998,3.916,"IFNG,IL13,IL2RA,IL3,LTA"
,DOP1B,Stim8hr,0,,,,3,10.818000000000001,4.174,"CSF2,IL10,TNF"
,DPH2,Stim48hr,0,,,,1,3.244,3.244,IL2RA
,DPH5,Stim8hr,0,,,,1,4.268,4.268,IL2RA
,DRAM1,Stim8hr,0,,,,1,4.921,4.921,IL22
,EARS2,Stim8hr,0,,,,1,3.608,3.608,IL10
,ECHS1,Rest,0,,,,1,3.288,3.288,IL2RA
,EHD1,Stim8hr,0,,,,1,4.195,4.195,IFNG
,EIF3H,Rest,0,,,,1,3.357,3.357,LTA
,EIF3J,Rest,0,,,,2,8.488,5.638,"CSF2,LTA"
,EIF4A1,Stim8hr,0,,,,1,4.014,4.014,TNF
,EIF4G2,Rest,0,,,,1,2.631,2.631,IL13
,ELAVL1,Rest,0,,,,1,3.388,3.388,IL22
,ELAVL1,Stim48hr,0,,,,6,19.11,4.259,"CSF2,IFNG,IL2,IL22,IL3,IL5"
,ELAVL1,Stim8hr,0,,,,5,13.555,3.026,"IL13,IL2,IL21,IL3,IL4"
,ELOB,Rest,0,,,,1,3.213,3.213,IL2RA
,ELOC,Rest,0,,,,1,4.131,4.131,IL2RA
,ELOC,Stim8hr,0,,,,1,5.193,5.193,IL2RA
,EMC2,Stim48hr,0,,,,2,8.855,5.746,"IFNG,IL3"
,EMC4,Rest,0,,,,1,3.833,3.833,LTA
,ENTR1,Stim48hr,0,,,,1,2.744,2.744,IFNG
,EP300,Stim8hr,0,,,,1,3.654,3.654,CTLA4
,EPC1,Rest,0,,,,1,3.397,3.397,IL4
,ERGIC3,Rest,0,,,,1,4.324,4.324,IL4
,ETNK1,Stim48hr,0,,,,1,4.523,4.523,CTLA4
,EZH2,Rest,0,,,,1,3.873,3.873,IL2RA
,F5,Stim8hr,0,,,,1,4.277,4.277,TNF
,FAH,Rest,0,,,,1,4.83,4.83,IFNG
,FAM174C,Stim48hr,0,,,,1,3.787,3.787,IL2
,FAM185A,Stim8hr,0,,,,1,5.544,5.544,IFNG
,FAM221A,Rest,0,,,,1,6.564,6.564,IL2
,FAM89A,Rest,0,,,,1,5.794,5.794,LTA
,FAM98B,Stim8hr,0,,,,1,3.054,3.054,IL21
,FBRS,Rest,0,,,,1,3.826,3.826,IL2RA
,FBXO32,Rest,0,,,,2,7.128,3.684,"IFNG,TNF"
,FBXO32,Stim8hr,0,,,,1,3.745,3.745,IFNG
,FBXO42,Stim48hr,0,,,,4,13.786,4.135,"CSF2,IFNG,IL21,IL2RA"
,FKBP5,Stim8hr,0,,,,1,4.993,4.993,IFNG
,FNIP1,Stim48hr,0,,,,1,4.631,4.631,IL2
,FUBP1,Stim48hr,0,,,,1,2.598,2.598,IL5
,FUCA1,Rest,0,,,,1,5.675,5.675,IL2
,GALNT6,Stim48hr,0,,,,1,3.883,3.883,IL2RA
,GATAD2B,Stim48hr,0,,,,1,4.735,4.735,IL13
,GET3,Stim48hr,0,,,,1,3.856,3.856,CTLA4
,GFUS,Rest,0,,,,1,4.64,4.64,IL3
,GLIPR2,Rest,0,,,,1,2.79,2.79,IL2RA
,GNA13,Stim8hr,0,,,,1,3.978,3.978,IL10
,GNLY,Stim8hr,0,,,,1,3.372,3.372,CTLA4
,GNPAT,Stim8hr,0,,,,3,13.022,5.246,"CSF2,IL10,IL3"
,GNS,Rest,0,,,,1,3.045,3.045,CSF2
,GPALPP1,Stim48hr,0,,,,1,3.993,3.993,IL2RA
,GPD1L,Rest,0,,,,2,10.869,5.99,"IL2,IL3"
,GPR183,Stim48hr,0,,,,2,10.791,6.735,"IFNG,IL22"
,GTPBP10,Stim48hr,0,,,,1,2.576,2.576,IL3
,H3C8,Rest,0,,,,1,6.283,6.283,IL3
,HAPSTR1,Rest,0,,,,1,3.185,3.185,LTA
,HAPSTR1,Stim48hr,0,,,,1,2.812,2.812,IL2RA
,HCCS,Rest,0,,,,1,4.274,4.274,IFNG
,HCLS1,Rest,0,,,,1,7.981,7.981,IL2
,HDGFL3,Stim48hr,0,,,,1,3.965,3.965,CSF2
,HDHD3,Stim48hr,0,,,,1,5.753,5.753,IL23R
,HDHD3,Stim8hr,0,,,,1,5.916,5.916,IL23R
,HIBADH,Rest,0,,,,1,3.773,3.773,IL2RA
,HIP1R,Rest,0,,,,1,4.485,4.485,IL22
,HNRNPA2B1,Rest,0,,,,1,6.281,6.281,IL3
,HNRNPDL,Stim48hr,0,,,,1,3.364,3.364,CTLA4
,HNRNPR,Stim8hr,0,,,,1,4.089,4.089,IL10
,HPS4,Rest,0,,,,1,4.207,4.207,IL3
,HSD17B10,Stim8hr,0,,,,1,2.822,2.822,IL10
,HSF5,Stim48hr,0,,,,1,4.959,4.959,IL3
,HYKK,Rest,0,,,,1,4.322,4.322,IL3
,IFI30,Stim48hr,0,,,,1,3.727,3.727,IL5
,IFI30,Stim8hr,0,,,,1,4.206,4.206,IL5
,IFI6,Stim8hr,0,,,,1,4.849,4.849,IL3
,IFNAR1,Stim48hr,0,,,,1,4.79,4.79,IL23R
,IFNAR1,Stim8hr,0,,,,1,4.386,4.386,IL23R
,IFNGR2,Stim8hr,0,,,,1,3.495,3.495,IFNG
,IL12RB2,Stim48hr,0,,,,1,6.438,6.438,IL23R
,IL23A,Stim48hr,0,,,,1,4.613,4.613,IL2RA
,IL4R,Stim8hr,0,,,,1,4.997,4.997,IL2RA
,IMMT,Stim8hr,0,,,,1,3.859,3.859,IL2
,INO80B,Rest,0,,,,2,12.147,8.231,"IFNG,IL3"
,INPP5D,Stim48hr,0,,,,2,6.545,3.574,"IFNG,TNF"
,INTS10,Rest,0,,,,1,3.118,3.118,LTA
,INTS14,Rest,0,,,,3,12.849,6.034,"IFNG,IL22,LTA"
,INTS15,Stim8hr,0,,,,1,3.188,3.188,LTA
,INTS6,Rest,0,,,,1,3.936,3.936,IFNG
,IPO9,Stim8hr,0,,,,1,4.149,4.149,IL10
,IQCG,Stim48hr,0,,,,2,7.978,4.451,"CSF2,IL2RA"
,IQGAP3,Rest,0,,,,1,4.752,4.752,IL2
